pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
BD-08 2823,b,BD-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0,0.06,0,0,0,0.15,0.15,-0.15,0,,,,0,0.04,0.01,-0.01,0,Msini,,,,0,,,,0,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,2018-09-06,La Silla Observatory
BD-08 2823,c,BD-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,,,,,0.33,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.88,0.043,0,V (Johnson),9.503,,0,4816,114,-114,0,0.5,0.26,-0.26,0,0.71,0.04,-0.04,0,2014-05-14,La Silla Observatory
BD-10 3166,b,BD-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.02,0.02,-0.02,0,,,,0,0.59,0.07,-0.07,0,Msini,,,,0,,,,0,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,10.08,,0,V (Johnson),9.84,,0,5393,44,-44,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,2018-09-06,W. M. Keck Observatory
BD-11 4672,b,BD-11 4672 b,Radial Velocity,0,1,1667,33,-31,0,2.28,0.07,-0.07,0,0.05,0.06,-0.04,0,,,,,0.53,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0,27.19,0.03,-0.03,0,9.99,,0,V (Johnson),9.485,,0,4475,100,-100,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,2015-01-08,La Silla Observatory
BD-13 2130,b,BD-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,0.21,0.07,-0.07,0,,,,0,9.78,4.56,-4.56,0,Msini,,,,0,,,,0,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,9.45,,0,V (Johnson),9.7,,0,4545,71,-71,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,2018-09-06,La Silla Observatory
BD-17 63,b,BD-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),9.201,,0,4714,93,-93,0,0.74,0.03,-0.03,0,0.69,,,0,2014-05-14,La Silla Observatory
CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,,,,,10.5,4.5,-4.5,0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0,,,,,,,,,,,,580.5,24.5,-24.5,0,0.02,0.01,-0.01,0,,,,,2014-05-14,W. M. Keck Observatory
CHXR 73,b,CHXR 73 b,Imaging,0,1,,,,,210,,,0,,,,,,,,,12.569,8.379,-5.237,0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0,191.05,6.42,-6.42,0,,,,,17.293,,0,,,,,0.35,,,0,,,,,2014-05-14,Hubble Space Telescope
CI Tau,b,CI Tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0,,,,0,0.25,0.16,-0.16,0,50.5,6.3,-8.5,0,11.6,2.9,-2.7,0,Mass,,,,0,,,,0,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158,1.2,-1.2,0,158.71,1.19,-1.19,0,12.939,0.031,0,V (Johnson),12.145,,0,,,,0,0.9,0.02,-0.02,0,,,,0,2019-06-27,Multiple Observatories
CT Cha,b,CT Cha b,Imaging,0,1,,,,,440,,,0,,,,,,,,,17,6,-6,0,Mass,2.2,0.81,-0.6,0,,,,,0,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165,30,-30,0,191.78,0.78,-0.78,0,,,,,11.773,,0,,,,,,,,,,,,,2014-05-14,Paranal Observatory
CoRoT-1,b,CoRoT-1 b,Transit,0,1,1.5089557,6.4E-06,-6.4E-06,0,,,,,0,,,0,85.1,0.5,-0.5,0,1.03,0.12,-0.12,0,Mass,1.49,0.08,-0.08,0,0.38,0.05,-0.05,0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,805.31,24.33,-24.33,0,13.6,,0,V (Johnson),13.457,,0,5950,150,-150,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,2014-05-14,CoRoT
CoRoT-10,b,CoRoT-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,88.55,0.2,-0.2,0,2.75,0.16,-0.16,0,Mass,0.97,0.07,-0.07,0,3.7,0.83,-0.83,0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345,70,-70,0,341.65,4.03,-4.03,0,15.22,0.05,0,V (Johnson),14.665,,0,5075,75,-75,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,2014-05-14,CoRoT
CoRoT-11,b,CoRoT-11 b,Transit,0,1,2.99433,1.1E-05,-1.1E-05,0,0.0436,0.005,-0.005,0,0,,,0,83.17,0.15,-0.15,0,2.33,0.34,-0.34,0,Mass,1.43,0.03,-0.03,0,0.99,0.15,-0.15,0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560,30,-30,0,666.35,24.68,-24.68,0,12.939,0.019,0,V (Johnson),12.841,,0,6440,120,-120,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,2014-05-14,CoRoT
CoRoT-12,b,CoRoT-12 b,Transit,0,1,2.828042,1.3E-05,-1.3E-05,0,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,85.48,0.72,-0.77,0,0.917,0.07,-0.065,0,Mass,1.44,0.13,-0.13,0,0.411,0.129,-0.094,0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150,85,-85,0,1161.12,57.69,-57.69,0,15.515,0.052,0,V (Johnson),15.345,,0,5675,80,-80,0,1.08,0.08,-0.07,0,1.12,0.1,-0.09,0,2014-05-14,CoRoT
CoRoT-13,b,CoRoT-13 b,Transit,0,1,4.03519,3E-05,-3E-05,0,0.051,0.0031,-0.0031,0,0,,,0,88.02,0.34,-0.36,0,1.308,0.066,-0.066,0,Mass,0.885,0.014,-0.014,0,2.34,0.23,-0.23,0,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060,100,-100,0,1184.91,61.25,-61.25,0,15.039,0.041,0,V (Johnson),14.915,,0,5945,90,-90,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,2014-05-14,CoRoT
CoRoT-14,b,CoRoT-14 b,Transit,0,1,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0,,,0,79.6,0.8,-0.8,0,7.6,0.6,-0.6,0,Mass,1.09,0.07,-0.07,0,7.3,1.5,-1.5,0,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340,110,-110,0,1826.96,166.6,-166.6,0,16.033,0.07,0,V (Johnson),15.812,,0,6035,100,-100,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,2014-05-14,CoRoT
CoRoT-16,b,CoRoT-16 b,Transit,0,1,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,85.01,0.94,-1.2,0,0.535,0.085,-0.083,0,Mass,1.17,0.16,-0.14,0,0.44,0.21,-0.14,0,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840,90,-90,0,745.96,34.71,-34.71,0,15.63,,0,V (Johnson),15.651,,0,5650,100,-100,0,1.1,0.08,-0.08,0,1.19,0.14,-0.13,0,2014-05-14,CoRoT
CoRoT-17,b,CoRoT-17 b,Transit,0,1,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,88.34,1.54,-1.54,0,2.43,0.3,-0.3,0,Mass,1.02,0.07,-0.07,0,2.82,0.38,-0.38,0,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920,50,-50,0,1214.51,57.74,-57.74,0,15.46,,0,V (Johnson),15.437,,0,5740,80,-80,0,1.04,0.1,-0.1,0,1.59,0.07,-0.07,0,2014-05-14,CoRoT
CoRoT-18,b,CoRoT-18 b,Transit,0,1,1.9000693,2.8E-06,-2.8E-06,0,0.0295,0.0016,-0.0016,0,0.08,,,1,86.5,1.4,-0.9,0,3.47,0.38,-0.38,0,Mass,1.31,0.18,-0.18,0,2.2,0.8,-0.8,0,0,0,0,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,90,-90,0,780.87,27.57,-27.57,0,15,0.1,0,V (Johnson),14.801,,0,5440,100,-100,0,0.95,0.15,-0.15,0,1,0.13,-0.13,0,2014-05-14,CoRoT
CoRoT-19,b,CoRoT-19 b,Transit,0,1,3.89713,2E-05,-2E-05,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,88,0.7,-0.7,0,1.11,0.06,-0.06,0,Mass,1.29,0.03,-0.03,0,0.71,0.06,-0.06,0,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770,160,-160,0,807.99,26.81,-26.81,0,14.007,,0,V (Johnson),13.783,,0,6090,70,-70,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2014-05-14,CoRoT
CoRoT-2,b,CoRoT-2 b,Transit,0,1,1.7429935,1E-06,-1E-06,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,88.08,0.18,-0.16,0,3.47,0.22,-0.22,0,Mass,1.466,0.042,-0.044,0,1.47,0.08,-0.074,0,1,0,0,2,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,,,0,214.56,2.47,-2.47,0,12.57,,0,V (Johnson),12.249,,0,5625,120,-120,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,2014-05-14,CoRoT
CoRoT-20,b,CoRoT-20 b,Transit,0,2,9.24285,0.0003,-0.0003,0,0.09,0.002,-0.002,0,0.59,0.02,-0.02,0,88.21,0.53,-0.53,0,4.3,0.2,-0.2,0,Mass,,,,0,,,,0,0,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,864.31,24.46,-24.46,0,14.66,,0,V (Johnson),14.469,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,CoRoT
CoRoT-20,c,CoRoT-20 c,Radial Velocity,0,2,1675,19,-17,0,2.9,0.07,-0.07,0,0.6,0.03,-0.03,0,,,,0,17,1,-1,0,Msini,,,,0,,,,0,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,864.31,24.46,-24.46,0,14.66,,0,V (Johnson),14.469,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,Multiple Observatories
CoRoT-21,b,CoRoT-21 b,Transit,0,1,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,0,,,0,86.8,2.1,-2.1,0,2.26,0.31,-0.31,0,Mass,1.3,0.14,-0.14,0,1.36,0.48,-0.48,0,0,0,0,0,06h44m12.588s,101.05245,-00d17m56.868s,-0.29913,1398.83,286.45,-286.45,0,1398.83,286.45,-286.45,0,16,,0,V (Johnson),15.856,,0,6200,100,-100,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,2018-12-06,CoRoT
CoRoT-22,b,CoRoT-22 b,Transit,0,1,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.077,0.3,-0.042,0,89.749,0.032,-0.9,0,0.038,0.044,-0.028,0,Mass,0.435,0.015,-0.035,0,0.249,1,-0.097,0,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592,25,-42,0,638.47,11.31,-11.31,0,13.944,0.083,0,V (Johnson),13.73,,0,5939,54,-120,0,1.1,0.05,-0.05,0,1.14,0.04,-0.09,0,2014-08-21,CoRoT
CoRoT-23,b,CoRoT-23 b,Transit,0,1,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,85.7,2.6,-1.5,0,2.8,0.3,-0.3,0,Mass,1.05,0.13,-0.13,0,3,1.1,-1.1,0,0,0,0,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600,50,-50,0,1092.4,45.9,-45.9,0,15.63,0.07,0,V (Johnson),15.068,,0,5900,100,-100,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,2014-05-14,CoRoT
CoRoT-24,b,CoRoT-24 b,Transit,0,2,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0,,,0,86.5,2,-2,0,0.018,,,1,Mass,0.33,0.04,-0.04,0,0.9,,,1,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,601.22,16.02,-16.02,0,,,,,15.18,,0,4950,150,-150,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2018-05-31,CoRoT
CoRoT-24,c,CoRoT-24 c,Transit,0,2,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0,,,0,89,1,-1.6,0,0.088,0.035,-0.035,0,Mass,0.44,0.04,-0.04,0,1.3,0.5,-0.4,0,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,601.22,16.02,-16.02,0,,,,,15.18,,0,4950,150,-150,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2014-06-11,CoRoT
CoRoT-25,b,CoRoT-25 b,Transit,0,1,4.86069,6E-05,-6E-05,0,0.0578,0.002,-0.0009,0,0,,,0,84.5,0.8,-0.3,0,0.27,0.04,-0.04,0,Mass,1.08,0.3,-0.1,0,0.15,0.15,-0.06,0,0,0,0,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000,85,-25,0,1137.85,44.95,-44.95,0,,,,,14.711,,0,6040,90,-90,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,2014-05-14,CoRoT
CoRoT-26,b,CoRoT-26 b,Transit,0,1,4.20474,5E-05,-5E-05,0,0.0526,0.001,-0.001,0,0,,,0,86.8,2.2,-1,0,0.52,0.05,-0.05,0,Mass,1.26,0.13,-0.07,0,0.28,0.09,-0.07,0,0,0,0,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670,205,-110,0,,,,,,,,,15.468,,0,5590,100,-100,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,2014-05-14,CoRoT
CoRoT-27,b,CoRoT-27 b,Transit,0,1,3.57532,6E-05,-6E-05,0,0.0476,0.0066,-0.0066,0,0.065,,,1,86.7,1.2,-0.87,0,10.39,0.55,-0.55,0,Mass,1.007,0.044,-0.044,0,12.6,1.92,-1.67,0,0,0,0,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,66.44,-66.44,0,1035.15,66.44,-66.44,0,15.54,,0,V (Johnson),15.39,,0,5900,120,-120,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,2014-05-14,CoRoT
CoRoT-28,b,CoRoT-28 b,Transit,0,1,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,88.1,0.8,-0.8,0,0.484,0.087,-0.087,0,Mass,0.955,0.066,-0.066,0,0.69,0.27,-0.27,0,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,560,70,-70,0,783.18,14.95,-14.95,0,,,,,13.412,,0,5150,100,-100,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,2015-04-16,CoRoT
CoRoT-29,b,CoRoT-29 b,Transit,0,1,2.85057,6E-06,-6E-06,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,87.3,2.7,-2.7,0,0.85,0.2,-0.2,0,Mass,0.9,0.16,-0.16,0,1.45,0.74,-0.74,0,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765,50,-50,0,822.62,42.4,-42.4,0,,,,,15.239,,0,5260,100,-100,0,0.97,0.14,-0.14,0,0.9,0.12,-0.12,0,2015-04-16,CoRoT
CoRoT-3,b,CoRoT-3 b,Transit,0,1,4.2568,5E-06,-5E-06,0,,,,,0,,,0,85.9,0.8,-0.8,0,21.66,1,-1,0,Mass,1.01,0.07,-0.07,0,26.4,5.6,-5.6,0,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.12182,680,160,-160,0,784.49,30.6,-30.6,0,13.292,0.02,0,V (Johnson),13.219,,0,6740,140,-140,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,2014-05-14,CoRoT
CoRoT-30,b,CoRoT-30 b,Transit,0,1,9.06005,0.00024,-0.00024,0,0.0844,0.0012,-0.0012,0,0.007,0.031,-0.031,0,90,0.56,-0.56,0,2.9,0.22,-0.22,0,Mass,1.009,0.076,-0.076,0,3.45,0.65,-0.65,0,0,0,0,0,18h30m24.264s,277.6011,+06d50m09.424s,6.835951,960,68,-40,0,1061.07,48.66,-48.66,0,15.65,,0,V (Johnson),15.413,,0,5650,100,-100,0,0.98,0.03,-0.05,0,0.91,0.09,-0.03,0,2020-04-16,CoRoT
CoRoT-31,b,CoRoT-31 b,Transit,0,1,4.62941,0.00075,-0.00075,0,0.0586,0.0034,-0.0034,0,0.02,0.16,-0.16,0,83.2,2.3,-2.3,0,0.84,0.34,-0.34,0,Mass,1.46,0.3,-0.3,0,0.33,0.18,-0.18,0,0,0,0,0,06h19m16.975s,94.820729,-04d25m20.194s,-4.422276,2190,710,-710,0,2127.54,173.19,-173.19,0,,,,,15.465,,0,5700,120,-120,0,1.25,0.22,-0.21,0,2.15,0.56,-0.66,0,2020-04-16,CoRoT
CoRoT-4,b,CoRoT-4 b,Transit,0,1,9.20205,0.00037,-0.00037,0,0.09,0.001,-0.001,0,0,0.1,-0.1,0,90,0,-0.085,0,0.72,0.08,-0.08,0,Mass,1.19,0.06,-0.05,0,0.525,0.15,-0.15,0,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.6,15.39,-15.39,0,741.6,15.39,-15.39,0,,,,,13.561,,0,6190,60,-60,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,2014-05-14,CoRoT
CoRoT-5,b,CoRoT-5 b,Transit,0,1,4.0378962,1.9E-06,-1.9E-06,0,0.04947,0.00026,-0.00029,0,0.09,0.09,-0.04,0,85.83,0.99,-1.38,0,0.467,0.047,-0.024,0,Mass,1.388,0.046,-0.047,0,0.217,0.031,-0.025,0,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,26.7,-26.7,0,904.65,26.7,-26.7,0,,,,,13.902,,0,6100,65,-65,0,1,0.02,-0.02,0,1.19,0.04,-0.04,0,2014-05-14,CoRoT
CoRoT-6,b,CoRoT-6 b,Transit,0,1,8.886593,4E-06,-4E-06,0,0.0855,0.0015,-0.0015,0,0.1,,,1,89.07,0.3,-0.3,0,2.96,0.34,-0.34,0,Mass,1.166,0.035,-0.035,0,2.32,0.31,-0.31,0,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,12.58,-12.58,0,657.24,12.58,-12.58,0,13.912,0.021,0,V (Johnson),13.746,,0,6090,70,-70,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2014-05-14,CoRoT
CoRoT-7,b,CoRoT-7 b,Transit,0,2,0.85359163,1E-08,-1E-08,0,,,,0,0,,,0,80.1,0.3,-0.3,0,0.01,0,0,0,Mass,0.15,0.01,-0.01,0,,,,0,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,0.91,-0.91,0,160.64,0.91,-0.91,0,11.668,0.008,0,V (Johnson),11.524,,0,5275,75,-75,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2018-12-06,CoRoT
CoRoT-7,c,CoRoT-7 c,Radial Velocity,0,2,3.698,0.003,-0.003,0,0.046,,,0,0,,,0,80,,,0,0.02643,0.00283,-0.00283,0,Mass,,,,,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,0.91,-0.91,0,160.64,0.91,-0.91,0,11.668,0.008,0,V (Johnson),11.524,,0,5275,75,-75,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2015-09-10,CoRoT
CoRoT-8,b,CoRoT-8 b,Transit,0,1,6.21229,3E-05,-3E-05,0,0.063,0.001,-0.001,0,0,,,0,88.4,0.1,-0.1,0,0.22,0.03,-0.03,0,Mass,0.57,0.02,-0.02,0,1.6,0.1,-0.1,0,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380,30,-30,0,325.03,2.74,-2.74,0,14.8,,0,V (Johnson),14.22,,0,5080,80,-80,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,2014-05-14,CoRoT
CoRoT-9,b,CoRoT-9 b,Transit,0,1,95.272656,6.8E-05,-6.8E-05,0,0.4021,0.0054,-0.0054,0,0.133,0.042,-0.037,0,89.9,0.066,-0.084,0,0.84,0.05,-0.05,0,Mass,1.066,0.075,-0.063,0,0.86,0.18,-0.16,0,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,4.75,-4.75,0,417.89,4.75,-4.75,0,13.69,,0,V (Johnson),13.501,,0,5625,80,-80,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,2017-12-14,CoRoT
CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,1,6.71837,1E-05,-1E-05,0,0.071,0.001,-0.001,0,,,,0,89,0.5,-0.5,0,0.15,0.1,-0.1,0,Mass,0.57,0.06,-0.05,0,1.1,1.3,-0.8,0,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.2,10.7,-10.7,0,586.2,10.7,-10.7,0,,,,,13.587,,0,5970,100,-100,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,2017-09-15,CoRoT
DE CVn,b,DE CVn b,Eclipse Timing Variations,0,1,4098.1,131.5,-131.5,0,5.75,2.02,-2.02,0,0,,,0,86,,,0,12.0293,3.00733,-3.00733,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,0,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,0.03,-0.03,0,30.55,0.03,-0.03,0,,,,,11.975,,0,,,,0,0.51,,,0,,,,0,2019-07-11,Multiple Facilities
DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,0,1,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,56.6,1.9,-2.1,0,28.5,1.9,-1.9,0,Mass,,,,,,,,,0,0,0,0,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,20.77,0.08,-0.08,0,20.67,0.2,-0.2,0,,,,,18.558,,0,,,,,0.07,0.01,-0.01,0,,,,,2014-05-14,Paranal Observatory
DH Tau,b,DH Tau b,Imaging,0,1,,,,,330,,,0,,,,,,,,,11,10,-3,0,Mass,,,,,,,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140,15,-15,0,135.35,1.27,-1.27,0,,,,,12.496,,0,,,,,0.33,,,0,0.27,0.07,-0.07,0,2014-05-14,Subaru Telescope
DMPP-1,b,DMPP-1 b,Radial Velocity,0,4,18.57,0.01,-0.01,0,0.1462,0.0012,-0.0012,0,0.083,,,1,,,,0,0.07636,0.00365,-0.005,0,Msini,,,,0,,,,0,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,1,-1,0,62.65,0.18,-0.18,0,7.981,0.012,0,V (Johnson),7.85,,0,6196,29,-29,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,2020-01-30,La Silla Observatory
DMPP-1,c,DMPP-1 c,Radial Velocity,0,4,6.584,0.003,-0.002,0,0.0733,0.0006,-0.0007,0,0.057,,,1,,,,0,0.0302,0.00167,-0.00497,0,Msini,,,,0,,,,0,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,1,-1,0,62.65,0.18,-0.18,0,7.981,0.012,0,V (Johnson),7.85,,0,6196,29,-29,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,2020-01-30,La Silla Observatory
DMPP-1,d,DMPP-1 d,Radial Velocity,0,4,2.882,0.001,-0.001,0,0.0422,0.0004,-0.0003,0,0.07,,,1,,,,0,0.01054,0.0012,-0.00107,0,Msini,,,,0,,,,0,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,1,-1,0,62.65,0.18,-0.18,0,7.981,0.012,0,V (Johnson),7.85,,0,6196,29,-29,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,2020-01-30,La Silla Observatory
DMPP-1,e,DMPP-1 e,Radial Velocity,0,4,5.516,0.002,-0.004,0,0.0651,0.0005,-0.0005,0,0.07,,,1,,,,0,0.01299,0.00208,-0.00359,0,Msini,,,,0,,,,0,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62,1,-1,0,62.65,0.18,-0.18,0,7.981,0.012,0,V (Johnson),7.85,,0,6196,29,-29,0,1.21,0.03,-0.03,0,1.26,0.02,-0.02,0,2020-01-30,La Silla Observatory
DMPP-2,b,DMPP-2 b,Radial Velocity,0,1,5.2072,0.0002,-0.0055,0,0.0664,0.0005,-0.0005,0,0.078,,,0,,,,0,0.437,0.03,-0.059,0,Msini,,,,0,,,,0,0,0,0,1,01h49m37.89s,27.407873,-34d27m32.9s,-34.459129,134,4,-4,0,138.49,0.68,-0.68,0,8.567,0.014,0,V (Johnson),8.458,,0,6500,100,-100,0,1.44,0.03,-0.03,0,1.78,0.09,-0.09,0,2020-01-30,Multiple Facilities
